CVE-ID,DESCRIPTION,SEVERITY
['CVE-2017-9955']," `binutils` package.   The get_build_id function in opncls.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service  via a crafted file in which a certain size field is larger than a corresponding data field, as demonstrated by mishandling within the objdump program. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-6759']," `binutils` package.   The bfd_get_debug_link_info_1 function in opncls.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, has an unchecked strnlen operation. Remote attackers could leverage this vulnerability to cause a denial of service  via a crafted ELF file. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-18484']," `binutils` package.   An issue was discovered in cp-demangle.c in GNU libiberty, as distributed in GNU Binutils 2.31. Stack Exhaustion occurs in the C++ demangling functions provided by libiberty, and there is a stack consumption problem caused by recursive stack frames: cplus_demangle_type, d_bare_function_type, d_function_type. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-7208']," `binutils` package.   In the coff_pointerize_aux function in coffgen.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, an index is not validated, which allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted file, as demonstrated by objcopy of a COFF object. ## Remediation There is no fixed version for `Debian:9` `binutils`.",high
['CVE-2017-15225']," `binutils` package.   _bfd_dwarf2_cleanup_debug_info in dwarf2.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.29, allows remote attackers to cause a denial of service  via a crafted ELF file. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-10372']," `binutils` package.   process_cu_tu_index in dwarf.c in GNU Binutils 2.30 allows remote attackers to cause a denial of service  via a crafted binary file, as demonstrated by readelf. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-8945']," `binutils` package.   The bfd_section_from_shdr function in elf.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service  via a large attribute section. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2017-16830']," `binutils` package.   The print_gnu_property_note function in readelf.c in GNU Binutils 2.29.1 does not have integer-overflow protection on 32-bit platforms, which allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted ELF file. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2017-14529']," `binutils` package.   The pe_print_idata function in peXXigen.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.29, mishandles HintName vector entries, which allows remote attackers to cause a denial of service  via a crafted PE file, related to the bfd_getl16 function. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-7570']," `binutils` package.   The assign_file_positions_for_non_load_sections function in elf.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service  via an ELF file with a RELRO segment that lacks a matching LOAD segment, as demonstrated by objcopy. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-17358']," `binutils` package.   An issue was discovered in the Binary File Descriptor  library , as distributed in GNU Binutils 2.31. An invalid memory access exists in _bfd_stab_section_find_nearest_line in syms.c. Attackers could leverage this vulnerability to cause a denial of service  via a crafted ELF file. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2017-9954']," `binutils` package.   The getvalue function in tekhex.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service  via a crafted tekhex file, as demonstrated by mishandling within the nm program. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2017-17126'], `binutils` package.   The load_debug_section function in readelf.c in GNU Binutils 2.29.1 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via an ELF file that lacks section headers. ## Remediation There is no fixed version for `Debian:9` `binutils`.,low
['CVE-2018-19932']," `binutils` package.   An issue was discovered in the Binary File Descriptor  library , as distributed in GNU Binutils through 2.31. There is an integer overflow and infinite loop caused by the IS_CONTAINED_BY_LMA macro in elf.c. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-7643']," `binutils` package.   The display_debug_ranges function in dwarf.c in GNU Binutils 2.30 allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted ELF file, as demonstrated by objdump. ## Remediation There is no fixed version for `Debian:9` `binutils`.",high
['CVE-2017-16826']," `binutils` package.   The coff_slurp_line_table function in coffcode.h in the Binary File Descriptor  library , as distributed in GNU Binutils 2.29.1, allows remote attackers to cause a denial of service  or possibly have unspecified other impact via a crafted PE file. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-12700'], `binutils` package.   A Stack Exhaustion issue was discovered in debug_write_type in debug.c in GNU Binutils 2.30 because of DEBUG_KIND_INDIRECT infinite recursion. ## Remediation There is no fixed version for `Debian:9` `binutils`.,low
['CVE-2018-18700']," `binutils` package.   An issue was discovered in cp-demangle.c in GNU libiberty, as distributed in GNU Binutils 2.31. There is a stack consumption vulnerability resulting from infinite recursion in the functions d_name, d_encoding, and d_local_name in cp-demangle.c. Remote attackers could leverage this vulnerability to cause a denial-of-service via an ELF file, as demonstrated by nm. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-17359']," `binutils` package.   An issue was discovered in the Binary File Descriptor  library , as distributed in GNU Binutils 2.31. An invalid memory access exists in bfd_zalloc in opncls.c. Attackers could leverage this vulnerability to cause a denial of service  via a crafted ELF file. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-10535']," `binutils` package.   The ignore_section_sym function in elf.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, does not validate the output_section pointer in the case of a symtab entry with a &#34;SECTION&#34; type that has a &#34;0&#34; value, which allows remote attackers to cause a denial of service  via a crafted file, as demonstrated by objcopy. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-20673']," `binutils` package.   The demangle_template function in cplus-dem.c in GNU libiberty, as distributed in GNU Binutils 2.31.1, contains an integer overflow vulnerability  that can trigger a heap-based buffer overflow, as demonstrated by nm. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
['CVE-2018-7568']," `binutils` package.   The parse_die function in dwarf1.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service  via an ELF file with corrupt dwarf1 debug information, as demonstrated by nm. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2017-13710']," `binutils` package.   The setup_group function in elf.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.29, allows remote attackers to cause a denial of service  via a group section that is too small. ## Remediation There is no fixed version for `Debian:9` `binutils`.",high
['CVE-2018-6872']," `binutils` package.   The elf_parse_notes function in elf.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service  via a note with a large alignment. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2018-7642']," `binutils` package.   The swap_std_reloc_in function in aoutx.h in the Binary File Descriptor  library , as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service  via a crafted ELF file, as demonstrated by objcopy. ## Remediation There is no fixed version for `Debian:9` `binutils`.",medium
['CVE-2017-14934']," `binutils` package.   process_debug_info in dwarf.c in the Binary File Descriptor  library , as distributed in GNU Binutils 2.29, allows remote attackers to cause a denial of service  via a crafted ELF file that contains a negative size value in a CU structure. ## Remediation There is no fixed version for `Debian:9` `binutils`.",low
